,Namn,Land,Pris(SEK),Literpris,Produktnummer,Förpackning,Volym(mml),Alkoholhalt(%),Sockerhalt(gram/l),passar_till,rawdata,rawdata1,Årgång,Doft,Färg,Råvaror,Smakbeskrivning,Lamm,Nöt,Fågel,Fläsk,Dessert,Vilt,Ost,nyanserad,komplex,fruktig,kryddig,fatkaraktär,utvecklad,bärig,fat,ungdomlig,Flaska,Box,Magnum,PET-flaska,Italien,Frankrike,Spanien,USA,Sydafrika,Australien,Argentina,Chile,Portugal,Nya Zeeland,Österrike
1077,Tococo,Chile,299,"Jfr.pris 398,67 kr/l', 'Jfr.pris 398,67 kr/l",['90471'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Syrah.', 'Tät, blåröd färg.', 'Kryddig, nyanserad doft med inslag av fat, mörka körsbär, läder, björnbär, lagerblad, rökig mineral, kakao och vanilj.', 'Nyanserad, kryddig smak med inslag av fat, mörka körsbär, björnbär, örter, läder, kakao, lagerblad och rökig mineral.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSyrah.FärgTät, blåröd färg.DoftKryddig, nyanserad doft med inslag av fat, mörka körsbär, läder, björnbär, lagerblad, rökig mineral, kakao och vanilj.SmakbeskrivningNyanserad, kryddig smak med inslag av fat, mörka körsbär, björnbär, örter, läder, kakao, lagerblad och rökig mineral.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2015'],"['Kryddig, nyanserad doft med inslag av fat, mörka körsbär, läder, björnbär, lagerblad, rökig mineral, kakao och vanilj']","['Tät, blåröd färg']",['Syrah'],"['nyanserad, kryddig smak med inslag av fat, mörka körsbär, björnbär, örter, läder, kakao, lagerblad och rökig mineral']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,Sanpansè,Italien,119,"Jfr.pris 158,67 kr/l', 'Jfr.pris 158,67 kr/l",['2039'],Flaska 750 ml,750.0,14.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Grönsaker', 'Lamm","Barbera.', 'Mörk, blåröd färg.', 'Fruktig doft med fatkaraktär, inslag av blåbär, hallon, färska örter, anis och mjölkchoklad.', 'Fruktig, ungdomlig smak med fatkaraktär, inslag av blåbär, körsbär, anis, ceder och mjölkchoklad.', 'Serveras vid 16-18°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorBarbera.FärgMörk, blåröd färg.DoftFruktig doft med fatkaraktär, inslag av blåbär, hallon, färska örter, anis och mjölkchoklad.SmakbeskrivningFruktig, ungdomlig smak med fatkaraktär, inslag av blåbär, körsbär, anis, ceder och mjölkchoklad.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.FläskGrönsakerLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Fruktig doft med fatkaraktär, inslag av blåbär, hallon, färska örter, anis och mjölkchoklad']","['Mörk, blåröd färg']",['Barbera'],"['fruktig, ungdomlig smak med fatkaraktär, inslag av blåbär, körsbär, anis, ceder och mjölkchoklad']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,Q,Australien,89,"Jfr.pris 118,67 kr/l', 'Jfr.pris 118,67 kr/l",['2664'],Flaska 750 ml,750.0,14.0,['4'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Malbec.', 'Tät, mörk blålila färg.', 'Mycket fruktig doft med fatkaraktär, inslag av blåbär, björnbär, sötlakrits, choklad och vanilj.', 'Mycket fruktig smak med fatkaraktär, inslag av blåbär, sötlakrits, viol, björnbär, kakao och vanilj.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMalbec.FärgTät, mörk blålila färg.DoftMycket fruktig doft med fatkaraktär, inslag av blåbär, björnbär, sötlakrits, choklad och vanilj.SmakbeskrivningMycket fruktig smak med fatkaraktär, inslag av blåbär, sötlakrits, viol, björnbär, kakao och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Mycket fruktig doft med fatkaraktär, inslag av blåbär, björnbär, sötlakrits, choklad och vanilj']","['Tät, mörk blålila färg']",['Malbec'],"['mycket fruktig smak med fatkaraktär, inslag av blåbär, sötlakrits, viol, björnbär, kakao och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,Penfolds Kalimna Bin 28,Australien,249,"Jfr.pris 332,00 kr/l', 'Jfr.pris 332,00 kr/l",['16320'],Flaska 750 ml,750.0,14.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Shiraz.', 'Tät, mörk, blåröd färg.', 'Nyanserad, fruktig doft med tydlig rostad fatkaraktär, inslag av björnbär, katrinplommon, mörk choklad, vanilj, kaffe och eukalyptus.', 'Smakrikt, mycket fruktigt vin med tydlig rostad fatkaraktär, inslag av björnbär, plommon, eukalyptus, svartpeppar, vanilj, kaffe och mörk choklad.', 'Serveras vid cirka 18°C till smakrika, gärna grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorShiraz.FärgTät, mörk, blåröd färg.DoftNyanserad, fruktig doft med tydlig rostad fatkaraktär, inslag av björnbär, katrinplommon, mörk choklad, vanilj, kaffe och eukalyptus.SmakbeskrivningSmakrikt, mycket fruktigt vin med tydlig rostad fatkaraktär, inslag av björnbär, plommon, eukalyptus, svartpeppar, vanilj, kaffe och mörk choklad.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till smakrika, gärna grillade rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Nyanserad, fruktig doft med tydlig rostad fatkaraktär, inslag av björnbär, katrinplommon, mörk choklad, vanilj, kaffe och eukalyptus']","['Tät, mörk, blåröd färg']",['Shiraz'],"['smakrikt, mycket fruktigt vin med tydlig rostad fatkaraktär, inslag av björnbär, plommon, eukalyptus, svartpeppar, vanilj, kaffe och mörk choklad']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,Torres Gran Sangre de Toro,Spanien,55,"Jfr.pris 146,67 kr/l', 'Jfr.pris 146,67 kr/l",['2686'],Flaska 375 ml,375.0,14.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Garnacha, cariñena och syrah.', 'Mörk, blåröd färg.', 'Kryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe.', 'Kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorGarnacha, cariñena och syrah.FärgMörk, blåröd färg.DoftKryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe.SmakbeskrivningKryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2015'],"['Kryddig, fruktig doft med fatkaraktär, inslag av mörka körsbär, plommon, lakrits, vanilj och kaffe']","['Mörk, blåröd färg']","['Garnacha, cariñena och syrah']","['kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, lakrits, kaffe och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,Weinert,Argentina,689,"Jfr.pris 918,67 kr/l', 'Jfr.pris 918,67 kr/l",['90167'],Flaska 750 ml,750.0,14.0,[],Null,"Cabernet sauvignon.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorCabernet sauvignon.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['1997'],[],[],['Cabernet sauvignon'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,Castillo de Gredos,Spanien,64,"Jfr.pris 64,00 kr/l', 'Jfr.pris 64,00 kr/l",['12797'],Papp 1000 ml,1000.0,13.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fisk', 'Fågel', 'Fläsk', 'Sällskapsdryck","Mörk, blåröd färg.', 'Bärig doft med inslag av körsbär, blåbär och kryddor.', 'Bärig smak med inslag av körsbär, blåbär och kryddor.', 'Serveras vid 14-16°C till rätter av fisk, eller till kallskuret eller som sällskapsdryck.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","FärgMörk, blåröd färg.DoftBärig doft med inslag av körsbär, blåbär och kryddor.SmakbeskrivningBärig smak med inslag av körsbär, blåbär och kryddor.FyllighetFruktsyraSträvhetPassar tillServeras vid 14-16°C till rätter av fisk, eller till kallskuret eller som sällskapsdryck.FiskFågelFläskSällskapsdryckAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",[],"['Bärig doft med inslag av körsbär, blåbär och kryddor']","['Mörk, blåröd färg']",[],"['bärig smak med inslag av körsbär, blåbär och kryddor']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,Gevrey Chambertin Alea Premier Cru,Frankrike,1350,"Jfr.pris 1 800,00 kr/l', 'Jfr.pris 1 800,00 kr/l",['91236'],Flaska 750 ml,750.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2016'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Canta la Perdiz,Spanien,2399,"Jfr.pris 3 198,67 kr/l', 'Jfr.pris 3 198,67 kr/l",['95159'],Flaska 750 ml,750.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2014'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,Fontalloro,Italien,239,"Jfr.pris 637,33 kr/l', 'Jfr.pris 637,33 kr/l",['95202'],Flaska 375 ml,375.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Sangiovese.', 'Mörk, tegelröd färg.', 'Nyanserad, mogen doft med fatkaraktär, inslag av torkade körsbär, tobak, kaffe, mörk choklad, timjan, läder och vanilj.', 'Nyanserad, mogen smak med fatkaraktär, inslag av torkade körsbär, tobak, kakao, timjan, pomerans, läder och vanilj.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSangiovese.FärgMörk, tegelröd färg.DoftNyanserad, mogen doft med fatkaraktär, inslag av torkade körsbär, tobak, kaffe, mörk choklad, timjan, läder och vanilj.SmakbeskrivningNyanserad, mogen smak med fatkaraktär, inslag av torkade körsbär, tobak, kakao, timjan, pomerans, läder och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2005'],"['Nyanserad, mogen doft med fatkaraktär, inslag av torkade körsbär, tobak, kaffe, mörk choklad, timjan, läder och vanilj']","['Mörk, tegelröd färg']",['Sangiovese'],"['nyanserad, mogen smak med fatkaraktär, inslag av torkade körsbär, tobak, kakao, timjan, pomerans, läder och vanilj']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,Herencia Altés,Spanien,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['2182'],Flaska 750 ml,750.0,14.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Lamm","85% garnacha, 12% garnacha peluda och 3% cariñena.', 'Mörk, blåröd färg.', 'Nyanserad, kryddig doft med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia.', 'Nyanserad, kryddig smak med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia.', 'Serveras vid 16-18°C till rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror85% garnacha, 12% garnacha peluda och 3% cariñena.FärgMörk, blåröd färg.DoftNyanserad, kryddig doft med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia.SmakbeskrivningNyanserad, kryddig smak med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av fläsk- eller lammkött.FläskLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Nyanserad, kryddig doft med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia']","['Mörk, blåröd färg']","['85% garnacha, 12% garnacha peluda och 3% cariñena']","['nyanserad, kryddig smak med inslag av fat, hallon, jordgubbar, viol, sötlakrits och salvia']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,Belle Cousine,USA,674,"Jfr.pris 898,67 kr/l', 'Jfr.pris 898,67 kr/l",['91258'],Flaska 750 ml,750.0,14.5,[],Null,"Cabernet sauvignon och merlot.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorCabernet sauvignon och merlot.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2013'],[],[],['Cabernet sauvignon och merlot'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,Villa Antinori,Italien,155,"Jfr.pris 206,67 kr/l', 'Jfr.pris 206,67 kr/l",['2300'],Flaska 750 ml,750.0,13.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","60% sangiovese, 20% cabernet sauvignon, 15% merlot och 5% syrah.', 'Mörk, blåröd färg.', 'Nyanserad, kryddig doft med fatkaraktär inslag av mörka körsbär, salvia, plommon, tobak och choklad.', 'Nyanserad, kryddig smak med fatkaraktär, inslag av mörka körsbär, plommon, tobak, choklad och kaffe.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror60% sangiovese, 20% cabernet sauvignon, 15% merlot och 5% syrah.FärgMörk, blåröd färg.DoftNyanserad, kryddig doft med fatkaraktär inslag av mörka körsbär, salvia, plommon, tobak och choklad.SmakbeskrivningNyanserad, kryddig smak med fatkaraktär, inslag av mörka körsbär, plommon, tobak, choklad och kaffe.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2015'],"['Nyanserad, kryddig doft med fatkaraktär inslag av mörka körsbär, salvia, plommon, tobak och choklad']","['Mörk, blåröd färg']","['60% sangiovese, 20% cabernet sauvignon, 15% merlot och 5% syrah']","['nyanserad, kryddig smak med fatkaraktär, inslag av mörka körsbär, plommon, tobak, choklad och kaffe']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,Ruffino,Italien,95,"Jfr.pris 126,67 kr/l', 'Jfr.pris 126,67 kr/l",['2310'],Flaska 750 ml,750.0,12.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fisk', 'Fågel', 'Fläsk', 'Grönsaker","Sangiovese.', 'Blåröd färg.', 'Bärig doft med inslag av mörka körsbär, skogshallon, kryddor och sötlakrits.', 'Bärig smak med inslag av mörka körsbär, hallon, kryddor och lakrits.', 'Serveras vid 14-16°C till lättare rätter av ljust kött eller pastarätter.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSangiovese.FärgBlåröd färg.DoftBärig doft med inslag av mörka körsbär, skogshallon, kryddor och sötlakrits.SmakbeskrivningBärig smak med inslag av mörka körsbär, hallon, kryddor och lakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 14-16°C till lättare rätter av ljust kött eller pastarätter.FiskFågelFläskGrönsakerAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Bärig doft med inslag av mörka körsbär, skogshallon, kryddor och sötlakrits']",['Blåröd färg'],['Sangiovese'],"['bärig smak med inslag av mörka körsbär, hallon, kryddor och lakrits']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,Farmers Market,Italien,79,"Jfr.pris 105,33 kr/l', 'Jfr.pris 105,33 kr/l",['74789'],Flaska 750 ml,750.0,14.0,['7'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Grönsaker', 'Lamm","Huvudsakligen negroamaro och primitivo.', 'Mörk, blåröd färg.', 'Kryddig doft med inslag av fat, katrinplommon, kryddnejlika, fikon och skogshallon.', 'Kryddig smak med inslag av fat, katrinplommon, kryddnejlika, fikon och vanilj.', 'Serveras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorHuvudsakligen negroamaro och primitivo.FärgMörk, blåröd färg.DoftKryddig doft med inslag av fat, katrinplommon, kryddnejlika, fikon och skogshallon.SmakbeskrivningKryddig smak med inslag av fat, katrinplommon, kryddnejlika, fikon och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.FläskGrönsakerLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",[],"['Kryddig doft med inslag av fat, katrinplommon, kryddnejlika, fikon och skogshallon']","['Mörk, blåröd färg']",['Huvudsakligen negroamaro och primitivo'],"['kryddig smak med inslag av fat, katrinplommon, kryddnejlika, fikon och vanilj']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Collita Roja,Spanien,219,"Jfr.pris 292,00 kr/l', 'Jfr.pris 292,00 kr/l",['95462'],Flaska 750 ml,750.0,12.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Lamm","Sumoll.', 'Mörk, blålila färg.', 'Nyanserad doft med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och vanilj.', 'Nyanserad, kryddig smak med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och lakrits.', 'Serveras vid 16-18°C till rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSumoll.FärgMörk, blålila färg.DoftNyanserad doft med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och vanilj.SmakbeskrivningNyanserad, kryddig smak med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och lakrits.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av fläsk- eller lammkött.FläskLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2014'],"['Nyanserad doft med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och vanilj']","['Mörk, blålila färg']",['Sumoll'],"['nyanserad, kryddig smak med inslag av fat, björnbär, lavendel, mörka körsbär, plommon, örter och lakrits']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,Amicone,Italien,299,"Jfr.pris 99,67 kr/l', 'Jfr.pris 99,67 kr/l",['74325'],Box 3000 ml,3000.0,14.5,['11'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Corvina, rondinella och molinara.', 'Mörk, rödblå färg.', 'Fruktig doft med inslag av fat, mörka bär, choklad, russin och kanel.', 'Mycket fruktig smak med inslag av fat, mörka bär, choklad, russin och örter.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorCorvina, rondinella och molinara.FärgMörk, rödblå färg.DoftFruktig doft med inslag av fat, mörka bär, choklad, russin och kanel.SmakbeskrivningMycket fruktig smak med inslag av fat, mörka bär, choklad, russin och örter.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2014'],"['Fruktig doft med inslag av fat, mörka bär, choklad, russin och kanel']","['Mörk, rödblå färg']","['Corvina, rondinella och molinara']","['mycket fruktig smak med inslag av fat, mörka bär, choklad, russin och örter']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
